Attacker_Name,sessions,activity_recorded,activity_per_session
CB13 (Blue_Chaos_Flame),2,6,3.0
CB13 (Consafe),5,6,1.2
CB13 (Deslock35),2,30,15.0
CB13 (FOXJOKE),1,2,2.0
CB13 (KingOfTheEast),2,11,5.5
CB13 (Qokuji Banu),1,2,2.0
CB13 (Rootheer),1,3,3.0
CB13 (RussianPower),1,1,1.0
CB13 (ShivasJoy),1,3,3.0
CB13 (Sococry),1,1,1.0
CB13 (StickInsect),1,1,1.0
CB13 (Still Free27),1,2,2.0
CB13 (Swog3),1,1,1.0
CB13 (These are not the Droids),1,1,1.0
CB13 (ZeviorZoom),1,1,1.0
CB13 (ZoltanXPS),2,5,2.5
CB130 (Anteros),4,43,10.75
CB130 (Bendis),4,9,2.25
CB130 (Darkhaven),1,3,3.0
CB130 (Death Warrant),2,3,1.5
CB130 (FOXJOKE),1,3,3.0
CB130 (HitmanCaius),3,7,2.3333333333333335
CB130 (Jetter),3,34,11.333333333333334
CB130 (KingOfTheEast),10,53,5.3
CB130 (SouthStarO5),3,10,3.3333333333333335
CB130 (TheRealTate97),1,3,3.0
CB130 (hellguard3),3,16,5.333333333333333
CB131 (-Novacaine-),1,6,6.0
CB131 (Citala),1,1,1.0
CB131 (Darkhaven),4,4,1.0
CB131 (Frailty),1,3,3.0
CB131 (Good Bird),3,157,52.333333333333336
CB131 (Kudos),3,41,13.666666666666666
CB131 (PeanutAllergy),1,6,6.0
CB131 (Trouble),2,2,1.0
CB131 (Zooz),1,1,1.0
CB131 (comanderjoe),1,3,3.0
CB131 (flip77),1,8,8.0
CB131 (mashal II),1,1,1.0
CB131 (njalla),5,18,3.6
CB132 (.......),1,6,6.0
CB132 (Frailty),1,1,1.0
CB132 (God of Thunder),1,3,3.0
CB132 (Hellfrost),1,1,1.0
CB132 (HighVelocityHarry),1,1,1.0
CB132 (Jimo),1,4,4.0
CB132 (Kaecee),6,15,2.5
CB132 (Libra-L7),1,1,1.0
CB132 (SouthStarO5),1,2,2.0
CB132 (Spiritbox),2,17,8.5
CB132 (Tenshi),1,1,1.0
CB132 (The Master Of Masks),2,13,6.5
CB132 (Tokimer),3,82,27.333333333333332
CB132 (ZoltanXPS),1,5,5.0
CB132 (demolishica),1,2,2.0
CB132 (gorkg),1,2,2.0
CB132 (hellguard3),2,12,6.0
CB133 (Call he Flower),7,8,1.1428571428571428
CB133 (Eia),12,45,3.75
CB133 (KingOfTheNorth),1,4,4.0
CB133 (Laertes),1,1,1.0
CB133 (Mauty),4,12,3.0
CB133 (Mujika),3,4,1.3333333333333333
CB133 (Nekro Virus),1,3,3.0
CB133 (Nostromontous),2,14,7.0
CB133 (Nymyr),1,1,1.0
CB133 (Operative Nova),1,1,1.0
CB133 (Paranid),1,4,4.0
CB133 (Real E11),12,77,6.416666666666667
CB133 (SaintNuke),1,1,1.0
CB133 (Spiritbox),9,50,5.555555555555555
CB133 (Still a Noob),4,10,2.5
CB133 (Venutian-Chaos),1,1,1.0
CB133 (YoFurry),3,9,3.0
CB133 (Zaknefien),8,91,11.375
CB134 (Bendis),3,5,1.6666666666666667
CB134 (Bractish),1,1,1.0
CB134 (Daxio),1,26,26.0
CB134 (GAT01),1,3,3.0
CB134 (MasterBate),1,3,3.0
CB134 (Noint),1,1,1.0
CB134 (PandemicRoyale),1,5,5.0
CB134 (Paradise Lost),1,1,1.0
CB134 (Pauwel Kwak),2,2,1.0
CB134 (Savion),6,16,2.6666666666666665
CB134 (Still Free27),1,4,4.0
CB134 (Swog18),1,5,5.0
CB134 (Thresh),2,5,2.5
CB134 (Titaniumizer),2,2,1.0
CB134 (gorkg),1,1,1.0
CB135 (ChaChing),1,8,8.0
CB135 (Claerwyn),8,24,3.0
CB135 (Counterspell),1,8,8.0
CB135 (Defcon22),1,1,1.0
CB135 (DozdikDrone),1,2,2.0
CB135 (Epimetheus),2,11,5.5
CB135 (MasterBate),4,17,4.25
CB135 (Metal Gear),1,1,1.0
CB135 (Mujika),1,1,1.0
CB135 (Olegesuwe),1,1,1.0
CB135 (Peter Quill),1,7,7.0
CB135 (Skynet-Slaver),1,3,3.0
CB135 (ZoltanXPS),1,1,1.0
CB135 (ada153),1,2,2.0
CB135 (lVlercenary),3,3,1.0
CB135 (larjulan),1,19,19.0
CB136 (Darkhaven),1,1,1.0
CB136 (Daxio),1,15,15.0
CB136 (Duval),1,1,1.0
CB136 (FOXJOKE),1,3,3.0
CB136 (Frailty),1,2,2.0
CB136 (Gargamelikos),1,1,1.0
CB136 (Jon Roy),3,4,1.3333333333333333
CB136 (Khaak),1,2,2.0
CB136 (Marmaduke 2),4,8,2.0
CB136 (Ostehaps),2,8,4.0
CB136 (Undead kightkiller),1,4,4.0
CB136 (Yehaaaaaaaaaaa),1,1,1.0
CB136 (shmJmeel),1,1,1.0
CB137 (BlackZZ),8,18,2.25
CB137 (Budis),2,6,3.0
CB137 (Carbon),2,4,2.0
CB137 (Claerwyn),2,7,3.5
CB137 (Edible),3,5,1.6666666666666667
CB137 (Hydronx),4,11,2.75
CB137 (Illusive Shadow),4,44,11.0
CB137 (Myght Guy),1,9,9.0
CB137 (Peter Quill),5,28,5.6
CB137 (Qokuji Banu),1,1,1.0
CB137 (SETI),1,1,1.0
CB137 (Shadow Trader),2,16,8.0
CB137 (Snimals),3,30,10.0
CB137 (SouthStarO5),1,4,4.0
CB137 (Telemachus),1,1,1.0
CB137 (Zero Talon),1,1,1.0
CB137 (nymphomaniac),1,12,12.0
CB138 (BlackZZ),6,8,1.3333333333333333
CB138 (Dioikitis),1,2,2.0
CB138 (Droid3t),2,23,11.5
CB138 (Hellfrost),2,15,7.5
CB138 (HusTomten),4,4,1.0
CB138 (Jon Roy),4,4,1.0
CB138 (KingOfTheEast),2,6,3.0
CB138 (Nostromontous),3,10,3.3333333333333335
CB138 (Prom Star),1,1,1.0
CB138 (Qu4NtuM),5,15,3.0
CB138 (Shadow Trader),1,31,31.0
CB138 (Silent Assassin),1,18,18.0
CB138 (Sococry Reborn),2,5,2.5
CB138 (Still Free27),2,4,2.0
CB138 (Trouble),1,1,1.0
CB138 (ZeviorZoom),1,1,1.0
CB138 (ada153),1,1,1.0
CB138 (gorkg),1,1,1.0
CB138 (iPod),1,6,6.0
CB138 (zuma),7,115,16.428571428571427
CB139 (BlackZZ),1,4,4.0
CB139 (Crazy Tom),10,16,1.6
CB139 (Darkhaven),2,5,2.5
CB139 (Droid3t),1,7,7.0
CB139 (Eia),11,90,8.181818181818182
CB139 (FOXJOKE),1,2,2.0
CB139 (Fielder),1,1,1.0
CB139 (Glen),1,1,1.0
CB139 (Hooch Dealer),4,30,7.5
CB139 (HusTomten),1,3,3.0
CB139 (Jit),2,2,1.0
CB139 (Jon Roy),2,5,2.5
CB139 (Peter Quill),2,5,2.5
CB139 (Plutonian-Requiem),1,1,1.0
CB139 (Psychotic),1,1,1.0
CB139 (SouthStarO5),1,5,5.0
CB139 (Zaknefien),1,2,2.0
CB14 (Cinders),1,9,9.0
CB14 (Durvofei),1,2,2.0
CB14 (FOXJOKE),1,3,3.0
CB14 (HighVelocityHarry),1,3,3.0
CB14 (Jimo),1,3,3.0
CB14 (Mauty),2,9,4.5
CB14 (Russian Assassin),1,1,1.0
CB14 (ShivasJoy),1,1,1.0
CB14 (Slizer88),3,110,36.666666666666664
CB14 (Splatt),2,12,6.0
CB14 (Still Free27),2,10,5.0
CB14 (Syrrex),1,1,1.0
CB14 (Undead kightkiller),3,6,2.0
CB14 (ada153),2,2,1.0
CB14 (bloodybirne),1,8,8.0
CB14 (bobel),2,16,8.0
CB14 (hellguard3),2,3,1.5
CB14 (moneymaker-10),9,25,2.7777777777777777
CB14 (valkyre),1,1,1.0
CB140 (187-Proof),1,1,1.0
CB140 (Casper_God),16,49,3.0625
CB140 (Cosplay),2,2,1.0
CB140 (Droid3t),1,3,3.0
CB140 (Drushem),1,3,3.0
CB140 (Ethereal Pi),30,58,1.9333333333333333
CB140 (FOXJOKE),1,1,1.0
CB140 (Jimo),1,2,2.0
CB140 (KingOfTheSouth),2,2,1.0
CB140 (Myght Guy),2,9,4.5
CB140 (Number XIII),1,5,5.0
CB140 (Peter Quill),2,2,1.0
CB140 (Snimals),1,1,1.0
CB140 (YourTarget),3,6,2.0
CB140 (ZoltanXPS),1,5,5.0
CB140 (gorkg),2,3,1.5
CB140 (master5$),1,3,3.0
CB141 (Citala),1,1,1.0
CB141 (Darkhaven),2,6,3.0
CB141 (Dubis),1,1,1.0
CB141 (Frog Detective),3,15,5.0
CB141 (Iron),20,44,2.2
CB141 (Kazasu),2,14,7.0
CB141 (KingOfTheEast),2,2,1.0
CB141 (Level 6 Technology),1,3,3.0
CB141 (Myght Guy),2,14,7.0
CB141 (SouthStarO5),2,2,1.0
CB141 (SpaceLilly),6,29,4.833333333333333
CB141 (Splatts),3,23,7.666666666666667
CB141 (Still Free27),1,6,6.0
CB141 (Telemachus),2,3,1.5
CB141 (Thunderflash),2,6,3.0
CB141 (ZGMF),1,1,1.0
CB141 (firestarspelt2),3,15,5.0
CB141 (flip77),3,4,1.3333333333333333
CB141 (master5$),2,5,2.5
CB141 (schizoid embolism),1,3,3.0
CB141 (shmJmeel),1,1,1.0
CB141 (zelenion),3,108,36.0
CB142 (Cheese_God),1,2,2.0
CB142 (Croatian Madman),1,1,1.0
CB142 (Dorian Gray),2,5,2.5
CB142 (Lightning Bolt),3,11,3.6666666666666665
CB142 (Paradise Lost),2,2,1.0
CB142 (ShadowNZ),1,3,3.0
CB142 (Sledge Hammer),1,1,1.0
CB142 (Torch),3,14,4.666666666666667
CB142 (Trapping),2,3,1.5
CB142 (Undead kightkiller),1,4,4.0
CB142 (ada153),1,2,2.0
CB142 (flip77),1,2,2.0
CB143 (Abbara),1,5,5.0
CB143 (Darkhaven),1,1,1.0
CB143 (Derivative),121,317,2.6198347107438016
CB143 (Earthkeeper),2,7,3.5
CB143 (Eia),3,6,2.0
CB143 (Fire),5,44,8.8
CB143 (Frailty),6,23,3.8333333333333335
CB143 (Jimo),2,5,2.5
CB143 (Jon Roy),8,19,2.375
CB143 (Kuura Somtaaw),3,13,4.333333333333333
CB143 (Laertes),2,2,1.0
CB143 (Lunar Ramparts),2,9,4.5
CB143 (MistOfSteel),3,10,3.3333333333333335
CB143 (OG Snooks),1,1,1.0
CB143 (Skynet-Slaver),1,4,4.0
CB143 (Undead Bready),1,2,2.0
CB143 (Undead kightkiller),1,8,8.0
CB143 (trampeltier),1,3,3.0
CB144 (.......),1,1,1.0
CB144 (Admiral Nymyr),1,1,1.0
CB144 (DefinitelynotDingus),1,7,7.0
CB144 (Five),3,4,1.3333333333333333
CB144 (Garon),2,7,3.5
CB144 (Imperator Princeps),4,18,4.5
CB144 (Khaak),2,3,1.5
CB144 (Qu4NtuM),3,4,1.3333333333333333
CB144 (Swoge),3,4,1.3333333333333333
CB144 (The Insanity),3,8,2.6666666666666665
CB144 (Undead kightkiller),2,14,7.0
CB144 (ada153),2,4,2.0
CB144 (dotLuna),10,60,6.0
CB144 (kez),6,13,2.1666666666666665
CB145 (Activate Myriad),2,15,7.5
CB145 (Bartolomeu Dias),4,22,5.5
CB145 (Commander Peet),1,2,2.0
CB145 (Cragthorn),5,6,1.2
CB145 (Daxio),1,20,20.0
CB145 (Emiel 5),1,4,4.0
CB145 (Hellfrost),1,2,2.0
CB145 (Hydronx),2,16,8.0
CB145 (LN),1,1,1.0
CB145 (Nekro Virus),2,6,3.0
CB145 (Noodle420),1,1,1.0
CB145 (Splattts),6,32,5.333333333333333
CB145 (Telemachus),2,5,2.5
CB145 (The Revenge of bobel),2,12,6.0
CB145 (Typhoon),1,2,2.0
CB145 (Undead kightkiller),3,6,2.0
CB146 (Abbara),1,2,2.0
CB146 (Caterpillar),1,1,1.0
CB146 (FOXJOKE),1,1,1.0
CB146 (Fire),4,42,10.5
CB146 (Gradient),2,20,10.0
CB146 (Heubert),1,6,6.0
CB146 (Irony),1,7,7.0
CB146 (Level 6 Technology),1,2,2.0
CB146 (Peter Quill),3,23,7.666666666666667
CB146 (The Follies of Midas),6,61,10.166666666666666
CB146 (Torch),3,11,3.6666666666666665
CB146 (Trapping),1,1,1.0
CB146 (Turnbull),6,82,13.666666666666666
CB146 (Undead kightkiller),3,9,3.0
CB146 (YoFurry),12,84,7.0
CB146 (bibiric),1,1,1.0
CB146 (black out),2,3,1.5
CB146 (bloodybirne),2,5,2.5
CB146 (dam it),2,6,3.0
CB146 (hellguard3),1,4,4.0
CB147 (Anticlea),2,5,2.5
CB147 (Blauer Mond 4),2,2,1.0
CB147 (Commander Peet),1,5,5.0
CB147 (Darkhaven),1,2,2.0
CB147 (Enduros),1,20,20.0
CB147 (Ethereal Pi),1,1,1.0
CB147 (FOXJOKE),1,2,2.0
CB147 (Gradient),5,61,12.2
CB147 (Kaecee),5,13,2.6
CB147 (ReVityyfc),1,3,3.0
CB147 (ShivasJoy),1,1,1.0
CB147 (SouthStarO5 Sd),1,2,2.0
CB147 (Spawn),15,23,1.5333333333333334
CB147 (Spiritbox),1,2,2.0
CB147 (Still Free27),1,1,1.0
CB147 (Suvon),1,4,4.0
CB147 (Undead kightkiller),1,17,17.0
CB147 (UnicornFlash),2,3,1.5
CB147 (Woozy),1,1,1.0
CB147 (kwilson),1,7,7.0
CB147 (skyone),3,5,1.6666666666666667
CB148 (Darkhaven),1,1,1.0
CB148 (Eia),13,49,3.769230769230769
CB148 (Government Hoover),1,1,1.0
CB148 (Hooch Dealer),3,31,10.333333333333334
CB148 (Libra-L7),1,17,17.0
CB148 (MasterBate),1,4,4.0
CB148 (Nekro Virus),1,4,4.0
CB148 (ShivasJoy),1,1,1.0
CB148 (TORMENTER),1,2,2.0
CB148 (gorkg),2,3,1.5
CB149 (Awiiz),1,1,1.0
CB149 (Barrett50),3,17,5.666666666666667
CB149 (Chachoo),1,1,1.0
CB149 (Comandor_J),1,1,1.0
CB149 (Darkhaven),1,1,1.0
CB149 (KingOfTheSouth),4,5,1.25
CB149 (Life),1,6,6.0
CB149 (Lithosphere),4,14,3.5
CB149 (Lonewolf2),8,60,7.5
CB149 (OG Snooks),1,7,7.0
CB149 (Ophiuchus),2,3,1.5
CB149 (Russian Power),5,301,60.2
CB149 (Scotch Bingington),1,11,11.0
CB149 (Silent Assassin 2),1,1,1.0
CB149 (Squid DM),3,11,3.6666666666666665
CB149 (firestarspelt),1,1,1.0
CB149 (gorkg),1,1,1.0
CB15 (Attis),5,16,3.2
CB15 (Bracara Augusta),2,5,2.5
CB15 (Comandor_J),1,3,3.0
CB15 (Delete),4,10,2.5
CB15 (Ethereal gamma),3,6,2.0
CB15 (FeiFei),3,17,5.666666666666667
CB15 (Kannon Stu),1,2,2.0
CB15 (Montgomery Scott),1,5,5.0
CB15 (Myght Guy),2,12,6.0
CB15 (Nefertiri),2,20,10.0
CB15 (Snimals),1,1,1.0
CB15 (Spiritbox),5,21,4.2
CB15 (Still Free27),1,1,1.0
CB15 (ada153),1,1,1.0
CB15 (woodfam),1,1,1.0
CB150 (ACE),5,26,5.2
CB150 (BlackZZ),5,7,1.4
CB150 (Blohm-Voss),1,1,1.0
CB150 (Bond 007),1,6,6.0
CB150 (Comander Caius),4,12,3.0
CB150 (Commander Peet),4,12,3.0
CB150 (D34TH),2,5,2.5
CB150 (Defcon22),1,1,1.0
CB150 (Helpfull Arm),1,1,1.0
CB150 (Mauty),3,8,2.6666666666666665
CB150 (Schwarm),1,8,8.0
CB150 (Shadowmaster),7,42,6.0
CB150 (Snimals),2,14,7.0
CB150 (SouthStarO5),1,1,1.0
CB150 (Spirit of the Healer),3,12,4.0
CB150 (Still Free27),3,20,6.666666666666667
CB150 (Undead kightkiller),1,11,11.0
CB150 (ZeviorZoom),5,17,3.4
CB150 (chaser12),1,2,2.0
CB150 (i kill u),1,4,4.0
CB150 (shmJmeel),2,3,1.5
CB151 (Aquistitor),2,2,1.0
CB151 (Myght Guy),2,16,8.0
CB151 (Ostehaps),1,1,1.0
CB151 (Sandor),1,9,9.0
CB151 (Squid R),2,5,2.5
CB151 (Trapping),1,2,2.0
CB151 (UnicornFlash),1,3,3.0
CB151 (ada153),1,1,1.0
CB152 (8Ball),1,1,1.0
CB152 (Bucaneer),2,3,1.5
CB152 (Darkhaven),1,5,5.0
CB152 (Dioikitis),1,4,4.0
CB152 (DonQuixote),2,13,6.5
CB152 (Drushem1),3,6,2.0
CB152 (Eulides),13,63,4.846153846153846
CB152 (Iron),5,14,2.8
CB152 (Lazerus-II),1,2,2.0
CB152 (Libra-L7),1,1,1.0
CB152 (Littlefinger),2,3,1.5
CB152 (Shadow Trader),2,61,30.5
CB152 (Spiritbox),6,50,8.333333333333334
CB152 (Undead kightkiller),6,51,8.5
CB152 (firestarspelt2),3,9,3.0
CB152 (ummmmmmmmm),3,57,19.0
CB153 (Admiral Nymyr),1,2,2.0
CB153 (Bready),11,207,18.818181818181817
CB153 (Bucaneer),1,2,2.0
CB153 (Darkhaven),5,12,2.4
CB153 (Dram),2,11,5.5
CB153 (FOXJOKE),2,2,1.0
CB153 (GAT01),1,2,2.0
CB153 (Hooch Dealer),1,4,4.0
CB153 (Jimo),1,1,1.0
CB153 (Kosh),8,73,9.125
CB153 (Marsian Mahem),1,1,1.0
CB153 (MasterBate),1,4,4.0
CB153 (Muffasa),13,46,3.5384615384615383
CB153 (Sandor),1,2,2.0
CB153 (Silent Assassin),1,2,2.0
CB153 (The Master Of Masks),3,11,3.6666666666666665
CB153 (Zw),1,1,1.0
CB153 (comanderjoe),1,5,5.0
CB153 (shmJmeel),2,8,4.0
CB153 (ummmmmmmmm),1,14,14.0
CB154 (Citala),2,3,1.5
CB154 (DefinitelynotDingus),3,17,5.666666666666667
CB154 (Deslock35),2,31,15.5
CB154 (Durvofei),1,1,1.0
CB154 (FOXJOKE),1,1,1.0
CB154 (Fart Garfunkel),1,1,1.0
CB154 (Jace-Gannon),1,10,10.0
CB154 (Jimo),1,1,1.0
CB154 (Laertes),3,14,4.666666666666667
CB154 (Libra-L7),2,6,3.0
CB154 (Myght Guy),3,5,1.6666666666666667
CB154 (Nymyr),1,1,1.0
CB154 (Sandor),3,5,1.6666666666666667
CB154 (Telemachus),6,20,3.3333333333333335
CB154 (Time Cop),3,4,1.3333333333333333
CB154 (Woozy),1,2,2.0
CB154 (doctorbob),1,2,2.0
CB154 (xElite Kingx),1,1,1.0
CB155 (Citala),4,8,2.0
CB155 (Darkhaven),1,1,1.0
CB155 (FOXJOKE),1,1,1.0
CB155 (Frailty),1,2,2.0
CB155 (Ghost of Creus),11,36,3.272727272727273
CB155 (Hitmanoso),1,2,2.0
CB155 (HusTomten),1,1,1.0
CB155 (Marmaduke),1,4,4.0
CB155 (Miish I),6,13,2.1666666666666665
CB155 (Nymyr),1,2,2.0
CB155 (Prophet of Adum),1,1,1.0
CB155 (Silent Assassin),1,1,1.0
CB155 (Spirit of the Healer),4,17,4.25
CB155 (Spiritbox),1,4,4.0
CB155 (The Fleety Boy),1,2,2.0
CB155 (Veles),3,4,1.3333333333333333
CB155 (ada153),1,1,1.0
CB155 (shmJmeel),1,1,1.0
CB156 (187-Proof),2,3,1.5
CB156 (Adamantium),5,29,5.8
CB156 (Awiiz),1,2,2.0
CB156 (DefinitelynotDingus),1,1,1.0
CB156 (FOXJOKE),2,2,1.0
CB156 (Frailty),1,1,1.0
CB156 (Jace-Gannon),1,1,1.0
CB156 (Jon Roy),7,24,3.4285714285714284
CB156 (MarineDarkness),4,18,4.5
CB156 (MasterBate),1,1,1.0
CB156 (Pilgrim),4,10,2.5
CB156 (Spiritbox),2,12,6.0
CB156 (Telemachus),2,6,3.0
CB156 (bloodybirne),1,2,2.0
CB157 (Activate Cyno),4,48,12.0
CB157 (Darth Magas),1,1,1.0
CB157 (Hooch Dealer),3,5,1.6666666666666667
CB157 (Ice Lake),2,2,1.0
CB157 (Jon Roy),10,41,4.1
CB157 (Khaak),2,2,1.0
CB157 (Luke I am your Father),1,2,2.0
CB157 (MarineDarkness),6,20,3.3333333333333335
CB157 (Nefertiri),6,21,3.5
CB157 (ShivasJoy),1,2,2.0
CB157 (Sofie),2,9,4.5
CB157 (Splatts),3,4,1.3333333333333333
CB157 (Squid DM),1,1,1.0
CB157 (Swog7),1,1,1.0
CB157 (hellguard3),3,7,2.3333333333333335
CB157 (woody),1,2,2.0
CB158 (Activate Cyno),1,29,29.0
CB158 (Darkhaven),1,2,2.0
CB158 (Durvofei),1,4,4.0
CB158 (FOXJOKE),1,2,2.0
CB158 (Laertes),4,9,2.25
CB158 (Ostehaps),1,2,2.0
CB158 (Snimals),1,4,4.0
CB158 (Sofie),1,2,2.0
CB158 (Splatts),2,6,3.0
CB158 (Trevor),2,41,20.5
CB158 (black out),3,6,2.0
CB159 (Arthur Dent),3,17,5.666666666666667
CB159 (Big E),1,1,1.0
CB159 (Darkhaven),2,4,2.0
CB159 (DragonGod (Slaver)),1,6,6.0
CB159 (Flagship Aleksander),2,4,2.0
CB159 (Hydronx),3,34,11.333333333333334
CB159 (Libra-L7),2,10,5.0
CB159 (NukeACow),4,13,3.25
CB159 (SpaceLilly),5,19,3.8
CB159 (The Big Bang Theory),1,4,4.0
CB159 (Undead kightkiller),1,1,1.0
CB159 (chaser12),1,2,2.0
CB159 (snipingJmeel),1,3,3.0
CB159 (zuma),1,5,5.0
CB16 (Anti Matter),2,7,3.5
CB16 (Beetle),2,2,1.0
CB16 (Darkhaven),3,4,1.3333333333333333
CB16 (FOXJOKE),1,1,1.0
CB16 (Lord of the Mists),1,1,1.0
CB16 (MasterBate),2,8,4.0
CB16 (Paranid),3,12,4.0
CB16 (SouthStarO5 Sd),4,9,2.25
CB16 (Spacer),2,9,4.5
CB16 (TORMENTER),1,1,1.0
CB16 (ada153),2,5,2.5
CB16 (njalla),6,8,1.3333333333333333
CB16 (pilotix),1,1,1.0
CB160 (Abomni3),1,6,6.0
CB160 (Accidental Child),1,23,23.0
CB160 (Archipelago),1,16,16.0
CB160 (CSE),5,71,14.2
CB160 (Corrupted Seeker),1,2,2.0
CB160 (Croatian Madman),1,1,1.0
CB160 (Darkhaven),1,1,1.0
CB160 (Myght Guy),8,49,6.125
CB160 (Number XIII),1,4,4.0
CB160 (Praeda),3,4,1.3333333333333333
CB160 (Shantone02),12,146,12.166666666666666
CB160 (SlaughterU),3,3,1.0
CB160 (Sledge Hammer),3,4,1.3333333333333333
CB160 (Undead kightkiller),3,5,1.6666666666666667
CB160 (hellguard3),2,6,3.0
CB161 (Crade),5,21,4.2
CB161 (Deslock35),1,9,9.0
CB161 (Eia),3,11,3.6666666666666665
CB161 (HighVelocityHarry),1,2,2.0
CB161 (Jimo),1,4,4.0
CB161 (Jon Roy),4,16,4.0
CB161 (Level 6 Technology),1,1,1.0
CB161 (Libra-L7),2,16,8.0
CB161 (Noobie always),10,24,2.4
CB161 (Noodle420),1,1,1.0
CB161 (NukeACow),2,7,3.5
CB161 (RS Ultimate),2,10,5.0
CB161 (SouthStarO5),5,39,7.8
CB161 (Still Free27),1,4,4.0
CB161 (Trevor),1,3,3.0
CB161 (Ttodd),1,3,3.0
CB161 (Turnbull),6,27,4.5
CB161 (XsMercenary),4,24,6.0
CB162 (Arthur Dent),1,15,15.0
CB162 (Droid3t),1,1,1.0
CB162 (Fleet Master 3000),1,1,1.0
CB162 (MAYAS),6,12,2.0
CB162 (Magnetic North),1,2,2.0
CB162 (Muffasa),5,11,2.2
CB162 (Peach Cobler),2,3,1.5
CB162 (Russian Power),1,2,2.0
CB162 (Schwarm),1,2,2.0
CB162 (Snimals),2,3,1.5
CB162 (The1992Phoenix),1,1,1.0
CB162 (Typhoon),2,61,30.5
CB162 (Undead kightkiller),2,15,7.5
CB162 (Zooz),2,5,2.5
CB162 (rippyking),1,2,2.0
CB162 (shmJmeel),2,2,1.0
CB162 (snipingJmeel),1,1,1.0
CB163 (Arthur Dent),1,4,4.0
CB163 (Berstuk),1,11,11.0
CB163 (CarloGambino),1,1,1.0
CB163 (FOXJOKE),1,1,1.0
CB163 (Hellfrost),1,1,1.0
CB163 (Just so i can post),2,28,14.0
CB163 (Libra-L7),1,8,8.0
CB163 (Montgomery Scott),3,4,1.3333333333333333
CB163 (No Life with out Jesus),4,15,3.75
CB163 (SaintOfKillers),3,8,2.6666666666666665
CB163 (Still Free27),1,1,1.0
CB163 (Syrrex),1,1,1.0
CB163 (TheRealTate97),3,15,5.0
CB163 (Thunderflash),1,1,1.0
CB163 (dotLuna),11,81,7.363636363636363
CB163 (iPod),1,13,13.0
CB163 (madman32),1,3,3.0
CB163 (schizoid embolism),1,1,1.0
CB163 (xElite Kingx),1,17,17.0
CB163 (xeb0la),1,1,1.0
CB164 (Activate Guardian),5,74,14.8
CB164 (B Fife),2,4,2.0
CB164 (Eia),1,1,1.0
CB164 (FOXJOKE),3,6,2.0
CB164 (Legendary E11),1,3,3.0
CB164 (Mujika),1,1,1.0
CB164 (Polyphia),1,2,2.0
CB164 (ShivasJoy),1,1,1.0
CB164 (Squid DM),4,35,8.75
CB164 (TechStarO5),3,4,1.3333333333333333
CB164 (Telemachus),1,3,3.0
CB164 (The Last Bule),2,3,1.5
CB164 (Trevor),1,4,4.0
CB164 (Typhoon),3,23,7.666666666666667
CB164 (Undead kightkiller),1,11,11.0
CB164 (WhyTry),1,9,9.0
CB164 (nickel),2,15,7.5
CB165 (Albert Hofmann),2,21,10.5
CB165 (Beetle),2,5,2.5
CB165 (Darkhaven),6,17,2.8333333333333335
CB165 (Earthkeeper),1,2,2.0
CB165 (FOXJOKE),1,1,1.0
CB165 (FeiFei),1,13,13.0
CB165 (Glass Cloud),1,4,4.0
CB165 (Ice Coffee),1,20,20.0
CB165 (Libra-L7),3,23,7.666666666666667
CB165 (Miish_SM),1,6,6.0
CB165 (Mujika),2,2,1.0
CB165 (Naalu Collective),5,10,2.0
CB165 (Number XIII),2,15,7.5
CB165 (OG Snooks),1,6,6.0
CB165 (Ohira),1,2,2.0
CB165 (Peach Cobler),1,4,4.0
CB165 (Sandor),1,1,1.0
CB165 (TORMENTER),1,1,1.0
CB165 (iwantmymtv),1,1,1.0
CB166 (Battlecruiser Hero l),1,7,7.0
CB166 (BlackZZ),6,8,1.3333333333333333
CB166 (Bready),7,70,10.0
CB166 (CSE),1,1,1.0
CB166 (Darkhaven),1,2,2.0
CB166 (Durvofei),2,5,2.5
CB166 (Laertes),2,11,5.5
CB166 (Nekro Virus),6,21,3.5
CB166 (Nga),1,9,9.0
CB166 (Nymyr),1,1,1.0
CB166 (Pervert),3,39,13.0
CB166 (Prophet of Adum),1,1,1.0
CB166 (Telemachus),2,5,2.5
CB166 (Trenton II),1,1,1.0
CB166 (dam it),2,4,2.0
CB166 (madman32),4,9,2.25
CB167 (Cassidy),1,1,1.0
CB167 (Darkhaven),1,1,1.0
CB167 (Eia),1,2,2.0
CB167 (Frailty),1,1,1.0
CB167 (Hellfrost),2,11,5.5
CB167 (Marmaduke),13,29,2.230769230769231
CB167 (Naalu Collective),4,16,4.0
CB167 (OG Snooks),1,5,5.0
CB167 (SETI),1,5,5.0
CB167 (Sandor),1,3,3.0
CB167 (ShivasJoy),1,1,1.0
CB167 (Slizer88),5,173,34.6
CB167 (SouthStarO5),1,2,2.0
CB167 (Telemachus),1,1,1.0
CB167 (The Master Of Masks),1,1,1.0
CB167 (Trenton),1,3,3.0
CB167 (Unicorn9),2,8,4.0
CB167 (Vailen),1,1,1.0
CB167 (Z03),17,43,2.5294117647058822
CB167 (ada153),1,1,1.0
CB167 (squeeze),2,2,1.0
CB168 (Bendis),5,17,3.4
CB168 (BlackZZ),5,20,4.0
CB168 (Blue Moon),4,14,3.5
CB168 (Darkhaven),1,1,1.0
CB168 (Defcon22),1,3,3.0
